userId,Name,Gender,Mobile number,email id,average instagram usage per day
0cb747bc-ed2d-4e8e-849d-c1bd96a9cb45,Michelle Mcknight,Other,+1-958-933-3958x9367,angelajohnson@example.org,3.89
529b32dc-c07e-4650-9ea6-b5a10eb38166,Leslie Clark,Other,565-998-3204,michelle24@example.com,2.73
2b722919-4952-4e19-a2a1-58818c27af8d,Justin Gutierrez,Other,001-354-374-3860x5464,pwhite@example.com,7.9
40562814-e06a-4311-bdf3-2d0cdd785f46,Bill Gonzalez,Female,(934)218-0641x4021,wwagner@example.net,5.98
9c279463-4c08-41aa-98b3-67cd29376c81,Kathryn Cardenas,Female,610.653.3745,pmichael@example.com,7.99
2d6f744f-7322-43be-9629-c556fddceff2,Pamela Fernandez,Female,227-570-2565x0722,barnesruben@example.org,2.8
add5eef2-bce0-4e93-a230-c637ec1dd9fb,Hannah Mckinney,Male,384.550.0046,blakechristopher@example.org,7.31
47766ac6-b8a1-44df-8236-1cde72dd4afa,Jennifer Henderson,Male,8832022911,nanthony@example.org,7.83
85bbd313-df8d-4530-b7f9-4dfb131c59fd,Krista Martinez,Male,(556)725-8564,brentwilkerson@example.net,1.0
444b5fd2-bed7-4f61-b695-f6db2f1da700,Heidi Shepard,Female,(609)936-7014,jeremiahwilliams@example.com,8.04
e18a77fd-7e93-4cc6-bb23-32dc40850f47,Drew Harris,Male,7945299041,kbowman@example.com,5.4
159aefe3-1477-463d-b0be-ea73bf5f28b7,Christopher Watson,Male,225-806-4131,twalker@example.net,1.03
c87db645-8a9a-43d7-a06b-bd9348411299,Courtney Anderson,Male,+1-727-979-5508x74225,reevesdennis@example.org,5.31
95ac33eb-9d6c-4be2-aa62-21102174e239,Lisa Ball,Male,(736)920-2997x958,kimberlypeterson@example.org,3.37
c34c7996-e516-45de-bdc1-f4218157fa7d,Mr. John Lara DVM,Other,331-770-0901,stephaniehart@example.net,8.72
086a8a89-a4f5-4a06-95b7-99d610f37357,Michael Gibbs,Male,001-532-921-6583x27475,jessicacampbell@example.org,3.88
909aee71-d760-4d9c-9f24-d76d3a066181,Michael Jordan,Female,+1-421-572-0407x77053,phillipsjasmine@example.org,0.66
45d26635-18bc-4843-b25a-dedf0f66fc34,Gregory Santos,Male,(755)412-3043x92477,brennanbrittany@example.net,1.49
955a332e-ce00-46e2-ae05-a93df97f51c9,David Hays,Male,+1-401-981-3198x274,pturner@example.org,0.05
f1ff7b4d-7754-4170-93de-8ef1b6afcdb6,Kelsey Hart,Female,300.957.0937x139,reesetiffany@example.org,3.24
1a3ce3d0-d910-4271-a6ac-11273a7b4196,Christopher Johnson,Female,+1-558-454-1041x483,tracie00@example.net,7.45
a68e1f01-88f9-4c3d-b14e-d2b0193cc636,Pamela Hall,Male,(621)598-8264,douglascalderon@example.com,1.76
ce09f744-4389-440c-8f87-43dce1a1ee44,Amy Cantu,Other,001-840-767-7261x82093,everettashley@example.net,8.32
903484a4-09aa-4e4e-a6b7-649e741449db,James Parker,Other,+1-713-823-9112x4339,wallertony@example.org,6.86
e84bcbc8-d657-4b71-b8fe-aa94740c860a,Robert Stewart,Female,001-656-871-4231,jasmine78@example.com,5.57
be3e2564-4275-4776-9083-e46d51a08a8d,Donald Davis MD,Female,614-684-1857x042,danahoward@example.net,2.68
e2e07c92-214d-4173-99df-8803a8c982ed,Jeremy Ballard,Other,398-244-2545,tracy80@example.net,6.45
ff613666-af15-475b-8bb8-9154f6b8606a,Mark Woods,Other,727.791.3496x24969,crystalkim@example.net,0.02
2eda19d0-5419-401d-8cd7-6e12cd933721,Robert Webb,Male,598-351-1504x901,davidtorres@example.org,1.93
e4edfaa9-553a-4154-842b-4bc45381cd82,Joel Austin,Other,+1-496-993-5701,christopher18@example.org,9.46
8cca8154-b93f-4c9e-9b62-1bb76715144e,Andrew Collins,Female,(662)938-8573x75964,zgonzalez@example.net,9.41
e66f933e-2d24-4547-9915-79e78b83ab6e,Terrence Hester,Male,(466)540-3532,jill89@example.net,0.92
626e324a-7367-48ec-aff5-803bf3834b8a,Mary Kelly,Other,948.934.3581x01662,zwaller@example.com,0.09
8ea73296-65be-47ff-a80a-5ff92e3b751b,Joseph Harrison,Other,(356)535-2417x2811,keithdestiny@example.com,3.47
bf155381-88b8-4c59-b5b1-ed1705b5271c,Susan Duke,Male,438-235-8052,cweaver@example.com,4.16
1cf4b6fa-1f0c-4a90-b58d-139f8b9a2bd8,Nicole Davis,Other,245.516.9770x9734,ffleming@example.com,3.5
a40baf37-fdca-4c61-94d2-7257f95d3fc9,Jeremy Mcdonald,Other,773.202.6047x462,ostephens@example.com,4.5
6d3010ec-5fe8-40b4-bc0d-7173339a4fd1,Brian Blake Jr.,Male,204-652-4664x117,dennis91@example.net,3.98
76f97ed0-87ee-4748-9139-5d5b970e8722,Samantha Jones,Male,633.842.7621x3341,icoffey@example.com,2.74
ab2de22e-45ff-4670-9feb-c1bea18e9413,Jeremy Roberts,Female,280.706.9753x840,frank53@example.com,5.62
bc4cb7df-4883-4fc7-909c-0319b9ddc7b5,Christopher Berger,Male,(870)509-3459x47723,simpsonaaron@example.org,3.1
de679fc5-467a-4feb-b483-3a69d43c3edb,Brandi Gomez,Other,618-651-1999x417,jonathan21@example.net,2.96
031f6874-9f64-4ade-bedf-6e34843ebf04,Christopher Gonzales,Female,+1-790-724-3210,jennifer07@example.net,7.05
4037f461-12f4-4ea9-a5db-838e66ec4137,Steven Williams,Female,001-987-920-7613x83958,probinson@example.org,3.7
a8c53c7d-7e60-406e-9ba2-9fc2de177029,James Valdez,Male,+1-469-590-6693,cbell@example.net,4.92
6c59ea11-a210-4c91-92ae-0ea13558b0bb,Linda Hill,Female,(728)301-0759,mullinsnathaniel@example.com,5.14
24c10812-e77c-45a9-b603-61f0636d8352,Adam Obrien,Female,530-928-4443x3076,davisnancy@example.org,6.44
68dab2e9-da69-492d-afc8-3b8c9a41c9d7,Timothy Love,Female,262.507.7211,sarahjohnston@example.org,9.2
6e931acb-da6e-489e-8ea0-79e781f7a3f6,Angela Donaldson,Male,8838123879,sphillips@example.net,4.68
1527b88a-4c4a-4399-9352-a66922111c9c,Nathan Wright,Female,211-329-7894x21406,lauren45@example.net,5.68
1190f88d-bf77-4c9b-b130-e450c3e798dc,Michael Hogan,Female,+1-333-772-2427x850,rick73@example.org,6.16
3a66936f-05ae-40ca-86f8-5a75417da5da,Sergio Kelley,Male,411-533-1918x530,reyesjennifer@example.org,4.88
2c0c862d-04a8-4b83-9268-df9fd5eb8443,Wayne Huerta,Other,001-707-215-3485x62293,carolinejohnson@example.org,1.12
9dc56da0-8190-4948-aee7-46037d029a73,Trevor Vargas,Female,9117374816,bridgetjohnson@example.org,6.29
720d643b-5fbd-48ed-bf84-e66eb8da4c3b,Mindy Schultz,Female,(294)659-6765x680,evansdavid@example.org,6.52
ef3e4fbc-e11e-414e-b86b-f83cf6613d98,Shannon Barton,Female,(539)816-7544,briannastephens@example.org,0.1
01e6df2b-2efe-4d07-9606-1b284c48c24a,Elizabeth Evans,Female,428-730-2277,brendashaw@example.net,1.55
73d10c29-508e-44c4-9559-63fc64f14d1f,Sandra Stevenson,Other,(852)775-2942,charlesrodriguez@example.com,0.97
c50e8783-c82b-4ee7-b97e-45884033c95d,Alexandria Kelly,Other,+1-663-320-0617x1328,william63@example.org,4.34
f8925153-4fb4-4a39-95f0-efd2fc8a87c5,James Joyce,Male,+1-248-469-0977,yjones@example.org,9.58
01ab613c-b3eb-47b2-a06c-e258c457df84,Joseph Johnston,Female,(471)488-3972,nayers@example.com,8.37
a1cc9cab-aa1d-44a3-94df-8685f74468ee,Tiffany Freeman,Female,648-883-5570x75423,youngedwin@example.com,9.19
c8a75b9c-ac41-47fd-a8ee-9993dd3a208f,Danielle Smith,Other,(277)645-9223,zwhitehead@example.net,0.43
366fc4fe-9534-431b-930d-a8ec91309999,Keith Allen,Male,970.315.4808,bryan11@example.org,8.58
5538f18c-0df4-4803-84c0-85ff53ce232b,Benjamin Miller,Male,(506)681-7927x288,ereed@example.org,9.92
7664d83c-c3b5-4ef0-91eb-5f100124b9a6,Taylor Russell,Other,+1-274-662-3243x73667,kimberlydunn@example.org,4.94
23942e8a-7d62-4221-a558-e684bcdd7d6e,James Greene,Female,359-580-9143x66760,thomasjennifer@example.org,1.08
5c2fc0db-1e98-4716-9263-ff4340f805fc,Amber Hoover,Other,9575231961,figueroalarry@example.org,2.83
c212e947-13ea-4d8a-a6ce-d4ef72ebd8c8,Daniel Johnson,Other,421.200.8420x3544,joshuamccoy@example.net,5.61
9efb058c-b193-48fe-9799-1351e41c4505,Laura Brown,Female,601.868.6519,anthony51@example.com,2.43
03af43ba-0e96-4ec5-9aa3-5417d7b2c984,Alicia Wells,Other,354-682-8279x8255,psosa@example.com,6.73
1ddad23f-53c5-439a-b828-d6a385261d34,Matthew Chavez,Female,(832)940-8357x221,loriharper@example.net,0.67
86fa9c64-b1b7-4341-97a0-42a711911195,Michael Bell,Male,840-257-7069x5845,cynthiaalvarado@example.com,5.96
80607e54-4aab-480f-ba04-841ed62dc1b0,Amanda Carter,Female,001-984-876-2417x944,stevenmorales@example.net,7.39
8a24b98e-22c3-4658-bb85-e68e579da562,Brittany Green,Other,(704)742-7916x0219,kimberly84@example.org,4.17
c1a6cc57-2cbb-43d4-90ae-b1ebf95bab9c,Ralph Walker,Other,396.474.4728x469,emily92@example.org,2.34
8ddd2c85-0815-4905-98b4-90f540f35316,Joseph Wright,Male,+1-572-697-4268,gdyer@example.net,9.66
cafc5163-b69e-482a-b903-4ec909be8efb,Phillip Chapman,Female,925-581-9335,ayerstina@example.org,4.81
e958a24f-2aed-4db6-a526-4f6ed3f337ab,Jessica Brown,Other,001-939-763-9305x188,alvarezfelicia@example.org,6.74
92950a21-e6d5-4e76-89b5-959b2c16858c,Emily Schneider,Female,(733)829-1241x3033,collinbradley@example.org,3.55
881e06e7-3151-4589-95d0-678ad97c62fd,Mr. Alex Snyder,Male,+1-782-568-7341x02042,grahamamanda@example.com,2.56
d2aa051e-7183-4b8d-89d1-31859ddaf803,Rebekah Stanley,Other,+1-276-289-1333x7272,qgonzales@example.net,8.01
0aaaffcc-2695-4cd0-9f15-fb6abc175b9c,Brett Jones,Male,001-359-935-6396,jasonconway@example.com,6.78
d6c8b79c-a1a6-4b42-be33-b45defde26e6,Jose Macias,Male,001-903-700-9630x90334,kevincunningham@example.org,7.37
a78f28c2-6793-439a-8f82-29a0b030dd20,Marie Petty,Other,484.552.5637,glee@example.com,5.19
bde22787-3038-437b-bb2c-a634f854565b,Juan Ruiz,Other,505-561-3549x770,pthompson@example.com,3.61
82c71f78-d2f1-412c-8007-af274d20cab0,Brian Bailey,Female,(683)809-6953x171,sullivanjustin@example.org,9.01
4e2ddc30-76c8-42ce-8085-f04bf569efa3,Jeffrey Mack,Male,+1-222-594-1068x84876,emilybaker@example.net,7.2
4396ab99-7d0b-4548-8b36-44ca46bd387b,Lindsey Peters,Other,872-569-5907,beverlymurray@example.net,9.43
385592be-342f-4e53-907f-973011acb836,Allen Garcia MD,Male,3815148197,erin06@example.com,9.41
c82f1dad-60da-45d9-90b4-d5ca42eb80f5,Tracy Raymond,Male,(543)257-8929,smithkaitlyn@example.com,1.64
05798bae-2730-4848-8567-4ebee80792ce,William Simmons,Female,649-938-7241,brianatorres@example.net,9.5
b6b12e95-06af-4254-b31f-9df914f12aea,Alyssa Sullivan,Other,(718)230-6883,vwang@example.org,3.66
737a565c-1138-4e56-b053-710efca959cd,David Moore,Male,(492)573-2901x438,robert04@example.com,0.84
e5c386e5-61da-4914-99b7-8205162a641c,Jill Sutton,Male,(705)958-2591x19510,xramirez@example.net,3.64
0e1e49d6-a664-44ef-9a2f-5398a279b95e,Katherine Ford,Male,927-735-6946,harriscaroline@example.net,4.41
7e1957d7-8dcf-41da-81a4-13e754ca2380,Terry Black,Male,319.447.1592x822,xlawrence@example.org,7.17
886b7722-3ce9-4eb2-86c3-7d378a158535,Derrick Johnson,Other,2437910684,pattonkathy@example.org,7.44
65c27d76-1a2c-4075-9ee6-15e6b619e792,Denise Marquez,Other,+1-400-728-8732x473,tammybernard@example.com,6.01
3efe951b-e0f4-4bd1-92c2-a83a29f1c481,Amy Beasley,Other,5786754881,amysmith@example.com,6.63
1b00d3a7-9dd7-4c22-b60d-2572790aa225,Stephanie Campbell,Female,9442405746,oatkins@example.com,4.78
38d7e19e-ae17-4e3b-8e69-cc359726e999,Gregory Flores,Male,001-427-598-6620,williamszachary@example.org,5.2
4f17a025-3335-49c4-98f6-082deca32d00,Carol Wilson,Other,259.581.1525x56740,aaronwhite@example.org,8.38
860b0ce6-213e-46ab-801a-0277e1794fb0,William Robinson,Female,913.523.0007,traceytaylor@example.com,9.96
8429ef36-262d-4c6d-b281-7d03999aa371,Shelly Miller,Other,001-261-388-7573x5493,robertanderson@example.net,3.14
36b1305b-85fd-48bd-973c-6723980e75f4,Patrick Cox,Male,644.446.5053,willie59@example.org,0.35
ce2a618a-3aae-4444-9e40-6ca5309c0029,Patricia Thompson,Female,(596)976-8731x017,christinahammond@example.net,6.51
b3d42b9f-1749-4793-8324-87964aff2515,Brandy English,Male,001-586-819-7865x71076,nicholas23@example.com,6.03
23953aa4-3096-4023-8c7e-1b6a7742c4f7,Jeffrey Martin,Male,+1-527-713-2375x3386,blairkristin@example.org,6.51
b3648015-b4a8-4cb1-ada9-98a1950ddbec,Donald Stephens,Male,964-433-3343,cynthiacross@example.org,7.06
a41fa517-3eef-47a8-b6a2-01f60211fbf4,Jared Olson,Female,(673)712-4588x777,jgreen@example.net,5.28
24b6ba0a-e4f9-45d7-a012-54713d31e47d,Jessica Le,Female,(263)900-7405,riosmichael@example.org,5.12
ab68efa2-5f92-4f6d-8043-89e26c757b6e,Jason Clayton,Female,(720)683-9924x894,loconnor@example.net,5.79
d8037f81-ec93-4510-b8bd-078098233f32,Kimberly Morris,Female,001-476-919-5184x0300,brittanycollins@example.net,8.12
b2b5a4f8-3fe3-4b1f-aba9-52590b8d517a,Tyler Knapp,Male,839-565-3459x579,sanchezholly@example.com,1.19
54869923-9608-4471-8c81-38ecc2feb421,Philip Holmes Jr.,Male,750.363.0413,jeffery89@example.net,2.21
649e06ee-835d-4798-9985-a2cb67361910,Manuel Randolph,Female,483-613-2774x9766,swansontodd@example.org,6.94
87bba86f-7bc2-4610-b15e-8fbe6dea1e3e,Richard Martinez,Other,(408)696-4443x02441,hamiltonallison@example.org,3.19
b5145c67-f0b6-407f-a101-49e3270f5bc0,James Edwards,Other,231.757.5809x606,perryshannon@example.com,2.06
4a42a176-f110-4b54-a59e-6be485730cda,Samuel Smith,Male,854-234-3343,cindymoody@example.org,6.51
3e96d506-107c-4d67-a517-4e89b186f066,Brandon Taylor,Male,+1-602-953-2115,christophermccarthy@example.com,1.77
f4ae55f1-f14a-4c6e-b6fb-924cd9654fd7,Deborah King,Female,475-254-5149x951,abrooks@example.org,9.5
8c7dd1cc-f39b-4e65-9cc1-9efd124db397,Sara Williams,Female,3654876230,lwalker@example.org,5.09
e5c8379a-4fb2-46c4-9984-4fa2863bd7ab,Mackenzie Caldwell,Male,(625)866-1142,yholmes@example.com,0.41
d2c23e1a-74a8-4f4b-a26c-ee7df882fc3b,Tara Meadows,Other,300-971-9713,kclayton@example.com,7.75
c304c210-51a2-4e16-8900-4e9d47dd0f4d,Daniel Armstrong,Female,568-992-9896x9647,cooperebony@example.com,6.71
ce8cbbf6-61e8-4cb2-af36-367e0e56e9e9,Christopher Peters,Other,(878)321-0902,jennyswanson@example.net,8.54
c6682161-fb76-47d4-b09c-831f847fb345,Jermaine Daniel,Female,4595835194,sherryallen@example.org,5.08
60f9ef31-f7c4-4028-9ad8-89021c8c336c,Jamie Phillips,Female,463.891.5846,hinesangela@example.net,3.28
a1a4258e-059a-44e0-9a6c-b505789fc2bc,Lori Mcdowell,Female,348.706.8032x0820,sharonhodge@example.net,5.67
20ca8a95-d863-4a7f-948c-85a69043ca1f,Dr. Amanda Fernandez,Female,4904628895,richard99@example.net,6.18
8ccf7801-4d85-471f-aec0-1e7a063e74b8,Cory Hart,Other,919-637-6929x7983,zreid@example.org,5.85
b7fc5314-2e52-4730-8f0c-8182247debf2,Katie Donovan,Male,(698)215-4204x8921,john34@example.org,1.12
745d78d0-9bb5-4ca2-8221-299b04bff011,Janet Kirk,Male,001-674-824-5813,maddensherri@example.com,8.49
304f242b-7614-40c8-9b66-75deb292202c,Cindy Park,Male,853.695.6665,carlos34@example.org,4.27
9b5f69d1-7afa-4c8e-9476-4a191cae611d,Michelle Gonzales,Male,717-586-7479x99939,friedmanbeth@example.com,6.26
b38bfece-f945-4d17-ad60-91ee40a74204,Veronica Thompson,Other,996-316-7096x274,johnfox@example.com,0.47
d54c9dcc-be3d-421e-a025-b85b45e4e2ae,Andrea Sanchez,Other,645.942.7028,rmccarty@example.net,3.09
05d4dd53-ce2c-456d-8407-e9a3d3a21a5d,Tiffany Phillips,Other,+1-864-854-0292x400,katie35@example.net,3.23
7484ad54-85e6-4d61-8eeb-339393076b49,Robert Rodriguez,Male,001-230-366-3211,hernandezkarl@example.com,5.11
e22cc665-3345-47ee-be0e-b8fbf971e11b,Dustin Leonard,Male,871.463.4774x438,zbean@example.com,2.7
d940a40d-aebc-4283-a738-14bac9202a56,Brenda Snyder,Other,838.956.0166,schmidtholly@example.net,6.72
847f642c-e13b-4fc9-8d22-5244a1f8a980,Heather Carey,Female,379.696.7764,jonathan29@example.com,1.88
4e3f674f-7dd4-43e2-bf32-f7ced68ce928,Ashley Costa,Male,001-931-596-3956x695,jeffrey45@example.net,3.91
ea0c916b-f375-4b5a-9ea3-fe1bcf10267e,Marc Arnold,Female,(595)299-6527,grussell@example.org,7.6
f2bcfec6-9252-4ee9-aa3e-608698c61f49,Christopher Butler,Male,+1-675-845-0033,christopher09@example.com,1.39
61a916e5-e011-44da-8fcb-de310c2d96d5,Travis Taylor,Other,001-336-400-0169x095,melissa65@example.net,0.35
db07c79c-f117-4b62-bb91-ac4cf8118868,Kelli Lucas,Male,803.774.1370,jenniferjones@example.com,0.34
9ba127cc-3679-4178-afc3-53e2af50c0e6,Mallory Dyer,Other,001-940-399-7598x5022,scott97@example.com,7.63
0f341828-1593-41eb-95cc-aedde1b0641f,David Weber,Female,4798643127,william75@example.net,5.23
5a9984a4-ea94-47f1-916e-f34ae0b7272d,Kristina Jones,Female,001-327-726-5556x9814,fdaniels@example.org,3.05
e05c32df-35fd-4dd4-bd8b-1d6a4a6b8740,Charles Jones,Male,+1-831-261-2013x071,dennis03@example.net,5.28
e4137ea8-503d-4180-b4b4-66eb11a567e7,Kenneth Poole MD,Female,001-324-915-0952,joeortiz@example.org,9.08
e2bb9286-6ba7-42cd-9ca2-15e4ba333caf,Matthew Moore,Other,(820)423-2529x17925,warrenrenee@example.org,9.81
5c528f0b-9698-4685-8d9d-003e68027823,Lauren Sexton,Other,001-262-782-9819,alexanderryan@example.net,5.62
d43b37b1-de80-4596-9b60-34fa1bc0c4cc,Troy Reid,Female,+1-882-295-4282x332,mooregerald@example.com,4.56
de9dcfd6-9da1-4d67-9a61-3de4b6e4f908,Daniel Perez,Other,+1-805-237-4607x11042,sabrinagarcia@example.net,2.91
bf8ae809-f34e-4614-8fe6-7d23c7b954c6,Shelia Wood,Other,218-225-8113x432,ylloyd@example.net,0.93
cd3b6221-8c9e-4009-a48d-1181f36844c5,Kyle Harding,Female,4725126325,karen57@example.org,0.24
de06c1a1-b821-4d91-8cb1-17eb47f038b1,Eric Dawson,Male,906-999-7768x74244,brian98@example.com,9.81
8e251174-aeac-4e47-a192-c4317fd95a8e,Dawn Clark,Male,5207815493,cfigueroa@example.org,3.24
6c9edca4-7cf8-4318-bf68-6677e1807c47,Isaac Sandoval,Female,+1-346-595-5126,ejohnson@example.net,8.56
4c32b9ab-50f7-4a3e-92ed-d18317e34cd2,Ryan Bray,Male,378.343.0758x655,roblessusan@example.com,8.7
e36ce9ec-2b66-4781-91d7-dcbcdbce4118,Aaron Frye,Female,700.560.0730,cooperholly@example.org,0.17
b76e1f89-5a04-44df-976e-456b3c6db397,Kelly Gibson,Male,709-958-7611x851,paula10@example.com,8.0
0c24f32b-20b2-470d-986a-d511062dfe4f,Scott Moore,Other,+1-310-537-8121x88631,freemancandice@example.net,5.82
0f5df93f-d07d-4364-93d9-7c7b908c8dee,Kenneth Randolph,Male,509.882.8555x10323,amber98@example.net,7.64
a212df8b-2565-40e9-85eb-06019c1fcab6,Tracey Hall,Other,235.466.5576,diazamber@example.com,3.54
7b8b3dfa-317e-42c1-8404-ef165972bdf8,Patrick Hayes,Female,+1-734-872-0012,imyers@example.org,6.47
